time,sand_heads_actual,sand_heads_predicted,halibut_bank_actual,halibut_bank_predicted,sentry_shoal_actual,sentry_shoal_predicted
2012-04-06 00:00:00,279.85074,281.05316,279.9602,280.763,280.63385,279.44528
2012-04-06 03:00:00,280.37088,280.19308,280.3396,280.63187,280.52637,281.08978
2012-04-06 06:00:00,280.31198,280.55157,280.18625,280.6396,280.527,280.50848
2012-04-06 09:00:00,279.40482,280.4907,280.07584,280.51846,279.9004,280.58478
2012-04-06 12:00:00,277.59045,280.18192,279.36115,280.0403,278.6742,280.63995
2012-04-06 15:00:00,277.1343,279.47867,279.17108,280.28226,278.3431,280.4646
2012-04-06 18:00:00,279.17664,279.50833,279.05835,280.48175,278.96045,279.06097
2012-04-06 21:00:00,279.67972,279.48047,279.4819,280.7612,279.9918,279.76715
2012-04-07 00:00:00,280.6982,279.69833,279.9343,280.7278,280.76797,280.42172
2012-04-07 03:00:00,281.16257,280.27557,279.8967,280.58704,280.6965,280.80417
2012-04-07 06:00:00,280.21457,280.406,280.2925,280.38742,280.3483,280.57748
2012-04-07 09:00:00,278.2805,280.36084,280.0325,280.07892,280.05936,280.65176
2012-04-07 12:00:00,278.3891,280.3369,279.76807,279.93332,278.66574,280.57086
2012-04-07 15:00:00,277.1288,279.99142,279.5228,280.40353,278.31967,280.54944
2012-04-07 18:00:00,279.5404,281.42822,279.66373,281.4829,279.47745,280.399
2012-04-07 21:00:00,280.60632,281.99463,280.6863,281.32922,280.90256,281.7969
2012-04-08 00:00:00,281.34158,281.99133,281.6272,281.3645,281.07108,281.9102
2012-04-08 03:00:00,281.74472,281.80234,281.78796,280.833,281.1857,280.94635
2012-04-08 06:00:00,281.70447,280.73428,281.74594,281.03262,281.18872,281.7059
2012-04-08 09:00:00,281.63162,279.9387,281.71133,280.74475,281.6502,281.08466
2012-04-08 12:00:00,281.25693,279.46,282.4303,280.29462,280.86032,280.8715
2012-04-08 15:00:00,281.61343,281.38535,281.85745,280.40173,280.06985,281.34973
2012-04-08 18:00:00,282.3699,282.08865,281.92123,281.39404,281.12976,281.8055
2012-04-08 21:00:00,282.5236,282.34634,282.55774,281.97662,281.45593,282.20538
2012-04-09 00:00:00,283.0701,282.3658,283.30148,282.14667,281.68716,282.3257
2012-04-09 03:00:00,283.37732,282.16925,283.2618,282.54297,281.34616,282.03857
2012-04-09 06:00:00,283.0649,281.937,282.57553,281.76358,281.89075,279.89117
2012-04-09 09:00:00,282.90305,281.75812,282.38617,281.4793,282.14642,280.2482
2012-04-09 12:00:00,282.55646,281.55508,282.14438,281.25253,281.47806,280.412
2012-04-09 15:00:00,282.02634,281.77887,281.82913,281.44443,281.42172,279.8821
2012-04-09 18:00:00,282.0128,282.2518,281.99826,281.8654,281.85056,282.12018
2012-04-09 21:00:00,282.14767,282.2875,282.0989,281.88043,281.63986,282.174
2012-04-10 00:00:00,282.36325,282.13904,282.3356,281.82474,281.4575,282.2312
2012-04-10 03:00:00,282.50522,281.49985,283.14575,280.8116,282.08475,282.2148
2012-04-10 06:00:00,282.7479,281.53986,283.02164,280.7111,282.42862,281.94086
2012-04-10 09:00:00,282.60565,281.71228,282.3276,281.26785,282.39023,281.81732
2012-04-10 12:00:00,282.61765,281.6626,282.41943,281.4856,281.74695,281.81503
2012-04-10 15:00:00,282.2004,281.82285,282.21277,281.65997,282.28198,280.94717
2012-04-10 18:00:00,282.31674,282.24628,282.29642,282.16168,282.61722,282.11002
2012-04-10 21:00:00,282.28323,282.3773,282.45554,282.287,281.95346,282.402
2012-04-11 00:00:00,282.21622,282.17776,282.61267,282.2683,281.91446,282.20087
2012-04-11 03:00:00,282.0785,281.63693,282.73544,281.13754,282.02774,279.735
2012-04-11 06:00:00,281.93787,280.97342,282.3018,280.52573,281.67725,280.1222
2012-04-11 09:00:00,281.63507,281.36996,282.10068,280.80148,281.62234,280.63965
2012-04-11 12:00:00,282.1689,282.00626,282.23126,280.43924,281.76953,281.14822
2012-04-11 15:00:00,281.8788,281.37024,282.14413,281.174,281.6345,279.86514
2012-04-11 18:00:00,281.91373,281.5883,282.10855,281.23083,281.4717,281.7427
2012-04-11 21:00:00,281.96667,281.71292,282.10648,281.13687,281.41965,281.92535
2012-04-12 00:00:00,281.8411,281.4807,282.27905,280.5588,281.42993,281.46054
2012-04-12 03:00:00,281.99252,280.82034,282.11557,280.74954,281.42163,279.29352
2012-04-12 06:00:00,282.36542,280.86783,282.06265,281.01993,281.79285,280.2158
2012-04-12 09:00:00,282.2428,281.1566,282.11978,281.23264,281.8658,280.3202
2012-04-12 12:00:00,281.79504,281.0968,281.8242,281.1904,281.10794,280.6543
2012-04-12 15:00:00,281.2037,281.02347,281.6719,280.88147,280.73093,279.42828
2012-04-12 18:00:00,282.07956,281.28616,281.75806,280.49344,281.39832,281.30145
2012-04-12 21:00:00,282.02524,281.406,282.20602,280.5965,281.90396,281.80652
2012-04-13 00:00:00,282.40494,281.0943,282.3003,280.65012,282.50565,280.88672
2012-04-13 03:00:00,282.0261,279.9896,282.2158,281.16635,282.3424,279.3186
2012-04-13 06:00:00,281.96082,280.6074,282.5325,280.6509,281.8922,280.36322
2012-04-13 09:00:00,281.8231,280.51627,282.25803,280.4769,281.70602,280.83856
2012-04-13 12:00:00,281.58936,280.4402,281.41605,280.40866,281.46133,281.15244
2012-04-13 15:00:00,281.0241,279.94974,281.07703,280.8445,281.68994,279.27075
2012-04-13 18:00:00,281.6029,281.50323,281.9026,280.57,282.5226,281.33514
2012-04-13 21:00:00,282.7822,281.64896,282.87454,281.0107,283.1149,281.9437
2012-04-14 00:00:00,283.40225,281.80692,283.56296,281.4512,283.77908,281.88632
2012-04-14 03:00:00,283.68216,281.12717,283.54178,281.1435,283.02115,279.28076
2012-04-14 06:00:00,283.0592,281.04187,283.07327,280.78156,282.18814,280.51044
2012-04-14 09:00:00,282.44412,281.06927,282.3909,280.9903,281.61084,280.82028
2012-04-14 12:00:00,282.0864,281.09482,281.8201,280.8688,281.11722,281.20178
2012-04-14 15:00:00,281.6915,280.6273,281.51532,280.86472,281.23587,280.57217
2012-04-14 18:00:00,282.17825,281.52527,282.26877,280.6323,282.44568,281.201
2012-04-14 21:00:00,282.66824,281.83423,283.01718,281.33682,284.13712,282.10367
2012-04-15 00:00:00,282.95905,281.85892,283.18307,281.7781,284.42664,282.11282
2012-04-15 03:00:00,283.17004,280.8562,282.99118,280.8973,283.62735,280.0027
2012-04-15 06:00:00,282.88623,280.97626,283.16254,280.8394,282.69138,280.5363
2012-04-15 09:00:00,282.57764,280.4065,283.04764,280.8168,282.21558,280.66837
2012-04-15 12:00:00,280.72498,280.28116,281.98917,280.65366,281.15268,281.0159
2012-04-15 15:00:00,281.15433,279.43057,281.5086,280.5812,280.74588,279.64047
2012-04-15 18:00:00,281.98633,281.06198,281.82556,281.01202,281.81387,281.76123
2012-04-15 21:00:00,282.9035,281.57895,282.81082,280.974,282.45834,282.03842
2012-04-16 00:00:00,283.63943,281.78302,283.227,281.45407,283.09937,282.1293
2012-04-16 03:00:00,283.9922,280.99393,283.94055,281.36615,283.00027,281.84705
2012-04-16 06:00:00,283.5559,280.78485,283.4725,281.07547,281.94092,279.93265
2012-04-16 09:00:00,282.4071,280.86795,282.4728,280.8672,281.26498,280.7409
2012-04-16 12:00:00,281.88168,280.1236,282.15176,280.91522,281.8668,280.97852
2012-04-16 15:00:00,281.36145,280.21402,281.56638,280.9198,282.0046,280.98773
2012-04-16 18:00:00,283.4353,279.7534,282.6329,280.86835,282.4491,280.9308
2012-04-16 21:00:00,283.89615,280.18942,284.13168,280.8441,283.35202,280.69324
2012-04-17 00:00:00,283.46878,280.51877,283.3367,280.87274,282.8946,280.37137
2012-04-17 03:00:00,282.63864,280.0762,282.8911,280.6271,282.6548,281.25076
2012-04-17 06:00:00,281.81042,280.68732,282.29178,280.76144,281.86035,280.78506
2012-04-17 09:00:00,281.56805,280.5818,281.93958,280.58078,281.45108,280.8005
2012-04-17 12:00:00,281.54214,280.20847,281.79462,280.54602,280.80347,280.68323
2012-04-17 15:00:00,280.93555,280.29004,280.85995,280.71048,280.9352,280.87405
2012-04-17 18:00:00,281.2482,279.44717,281.30844,280.814,281.5911,280.6768
2012-04-17 21:00:00,281.65402,279.6374,281.47632,280.80478,281.2501,280.631
2012-04-18 00:00:00,281.74814,279.59268,281.48447,280.7857,280.63382,280.69
2012-04-18 03:00:00,281.97995,280.34387,282.0004,280.66504,281.16296,280.79538
2012-04-18 06:00:00,281.64908,280.2741,281.57755,280.65686,281.38083,280.83945
2012-04-18 09:00:00,281.27908,280.3637,281.06973,280.6228,281.2341,280.7219
2012-04-18 12:00:00,281.78232,280.36655,281.37207,280.58414,281.39648,280.58646
2012-04-18 15:00:00,282.1986,280.43146,282.06018,280.61572,282.03238,280.6069
2012-04-18 18:00:00,282.78683,280.46545,282.86786,280.9427,281.68716,279.1831
2012-04-18 21:00:00,282.95654,280.21188,282.47495,280.83994,282.10306,279.53802
2012-04-19 00:00:00,283.65897,280.2579,283.0414,280.94464,282.7416,279.57706
2012-04-19 03:00:00,282.98892,280.2174,283.29187,280.7187,282.69656,281.1849
2012-04-19 06:00:00,282.54355,279.569,283.21097,280.69907,281.99448,281.5533
2012-04-19 09:00:00,282.11255,280.49695,282.51596,280.75763,281.50748,281.56592
2012-04-19 12:00:00,281.1616,280.42606,281.57248,280.7951,280.54407,281.56656
2012-04-19 15:00:00,281.027,279.42477,281.64212,280.78275,280.753,281.08493
2012-04-19 18:00:00,282.8955,280.71857,282.4732,280.53815,282.00632,280.7447
2012-04-19 21:00:00,283.32025,280.422,282.99576,280.92175,282.24487,280.67844
2012-04-20 00:00:00,282.5062,280.34506,282.27054,280.77237,281.59012,280.66263
2012-04-20 03:00:00,282.2235,280.1318,282.1956,281.00735,282.083,279.90384
2012-04-20 06:00:00,282.95862,280.555,282.8143,280.9437,282.8173,280.63602
2012-04-20 09:00:00,283.59705,280.84082,283.5435,280.9328,282.2322,281.4599
2012-04-20 12:00:00,283.37216,279.98523,283.0967,280.7836,280.88144,280.88046
2012-04-20 15:00:00,282.24283,280.93915,282.18558,280.7739,281.03482,280.92746
2012-04-20 18:00:00,282.4149,281.23715,282.38684,281.00555,281.9663,279.73767
2012-04-20 21:00:00,283.03488,281.4697,282.8759,280.68527,282.53738,281.52356
2012-04-21 00:00:00,283.2148,281.51498,283.14917,280.88806,282.56894,281.47653
2012-04-21 03:00:00,283.3339,279.97623,283.83942,281.21686,282.5955,279.42316
2012-04-21 06:00:00,283.2712,280.70172,283.9023,280.62012,282.57837,281.27652
2012-04-21 09:00:00,282.8953,280.37265,283.45776,280.54916,282.07602,281.31326
2012-04-21 12:00:00,281.13303,280.13855,282.31647,280.5537,280.4431,280.91153
2012-04-21 15:00:00,280.12793,280.71423,282.2174,281.24008,280.5054,280.9444
2012-04-21 18:00:00,281.18973,281.58502,282.02533,281.19638,281.40457,281.75818
2012-04-21 21:00:00,282.05295,281.94464,282.0009,281.38943,281.87384,282.1395
2012-04-22 00:00:00,282.55722,281.99133,282.2002,281.4792,281.9849,282.13113
2012-04-22 03:00:00,283.19284,281.6874,282.71585,281.2154,281.74615,281.62308
2012-04-22 06:00:00,283.06564,281.74933,282.72784,281.32104,281.0701,279.54086
2012-04-22 09:00:00,283.08447,281.7489,282.67355,281.36337,280.80396,279.70465
2012-04-22 12:00:00,283.1688,281.82553,282.6165,281.15955,281.6332,279.71164
2012-04-22 15:00:00,282.8854,281.97385,282.67145,281.97855,282.07272,279.79965
2012-04-22 18:00:00,283.05112,282.405,283.1549,282.1101,282.52298,281.75958
2012-04-22 21:00:00,283.52075,282.5013,283.7238,282.24887,283.26492,281.90842
2012-04-23 00:00:00,283.89783,282.6393,284.09753,282.85553,284.76852,281.94086
2012-04-23 03:00:00,284.3702,282.44736,285.00073,283.22644,283.86795,281.17593
2012-04-23 06:00:00,284.60837,282.288,284.12448,282.70978,283.62134,279.91046
2012-04-23 09:00:00,284.24252,281.02478,284.1489,281.79364,283.4077,279.83243
2012-04-23 12:00:00,283.90125,280.71814,283.50415,281.14722,282.86404,279.95535
2012-04-23 15:00:00,283.2206,282.06003,283.24466,281.86975,282.8828,279.90747
2012-04-23 18:00:00,283.45663,282.42438,283.46426,282.44852,283.6815,282.35883
2012-04-23 21:00:00,283.95093,282.78082,284.2584,282.4515,283.91147,282.28717
2012-04-24 00:00:00,284.36224,282.78482,284.34277,282.66785,283.97214,282.181
2012-04-24 03:00:00,284.18637,282.73553,283.73822,283.30618,283.82193,282.28537
2012-04-24 06:00:00,283.78833,282.58276,283.60992,282.76514,283.19083,279.91025
2012-04-24 09:00:00,283.61804,282.12195,283.44592,281.92596,282.68677,280.5224
2012-04-24 12:00:00,283.2621,281.77808,282.87308,280.59296,281.5244,280.76926
2012-04-24 15:00:00,283.0411,281.76913,282.6919,281.11774,280.82935,279.63342
2012-04-24 18:00:00,283.68982,281.98862,283.18857,282.32242,281.5341,282.10522
2012-04-24 21:00:00,284.34326,281.8955,284.1669,283.44498,283.48935,282.52737
2012-04-25 00:00:00,284.0483,281.54153,284.2391,280.64514,283.87616,282.8212
2012-04-25 03:00:00,283.15234,281.3173,283.42368,280.69855,283.5997,279.92337
2012-04-25 06:00:00,282.55988,281.3978,282.3253,280.64966,282.3782,280.74115
2012-04-25 09:00:00,282.82278,281.62848,282.99384,280.82712,282.06717,280.52908
2012-04-25 12:00:00,283.6483,281.944,283.5976,281.0431,282.85327,279.68744
2012-04-25 15:00:00,284.2295,282.1294,283.8969,281.4834,283.25912,279.8454
2012-04-25 18:00:00,284.6304,282.50674,284.2065,282.53116,283.5497,281.87625
2012-04-25 21:00:00,284.49896,284.25272,284.186,283.5708,283.64114,282.0119
2012-04-26 00:00:00,284.5682,284.35846,284.4764,284.36063,283.56393,282.1688
2012-04-26 03:00:00,284.23535,283.4438,284.29483,283.24753,283.29855,280.67886
2012-04-26 06:00:00,283.55014,282.66803,283.82532,281.98813,282.6508,279.68732
2012-04-26 09:00:00,281.97025,281.45502,283.1752,280.82852,282.3595,280.7363
2012-04-26 12:00:00,283.0862,281.20312,283.47342,280.5443,282.11703,280.96768
2012-04-26 15:00:00,283.5618,280.83237,283.4365,280.62714,282.10992,280.5528
2012-04-26 18:00:00,283.25763,280.61694,283.2545,281.15036,282.94217,279.8633
2012-04-26 21:00:00,283.28305,280.964,283.23196,280.61902,282.47534,281.67523
2012-04-27 00:00:00,283.75317,281.00412,283.6851,280.6019,282.7658,280.0077
2012-04-27 03:00:00,282.92245,280.08725,283.8909,280.87158,282.2543,279.66977
2012-04-27 06:00:00,282.72372,279.9364,282.42834,280.84695,281.6489,280.54977
2012-04-27 09:00:00,282.566,279.48102,282.40652,280.75287,281.5567,281.06665
2012-04-27 12:00:00,282.4198,279.6508,282.5704,280.84155,281.33365,281.0865
2012-04-27 15:00:00,282.7538,279.50436,282.474,280.95972,281.0778,279.8566
2012-04-27 18:00:00,283.4569,279.75314,282.9976,280.7638,282.93704,280.36673
2012-04-27 21:00:00,283.7885,280.6803,283.7312,281.08853,283.69788,281.38412
2012-04-28 00:00:00,284.29068,280.74118,283.8497,281.17596,283.316,281.0237
2012-04-28 03:00:00,283.75992,279.97104,283.9764,280.84656,282.63306,279.36633
2012-04-28 06:00:00,283.53738,279.6568,283.6903,280.86862,282.75977,280.17142
2012-04-28 09:00:00,283.26895,280.00952,283.46976,280.7416,282.88034,280.46548
2012-04-28 12:00:00,281.98413,279.94034,282.49548,280.7754,282.69067,280.14072
2012-04-28 15:00:00,281.66177,280.2857,282.40067,280.81998,282.43512,279.22122
2012-04-28 18:00:00,282.8414,280.80704,282.6564,281.01138,282.54935,281.9967
2012-04-28 21:00:00,282.94247,281.31674,283.04385,280.77725,282.8313,281.7436
2012-04-29 00:00:00,283.03275,281.37936,283.24597,280.66223,283.0404,281.73105
2012-04-29 03:00:00,283.2055,280.81604,283.35648,280.9454,283.0309,279.64853
2012-04-29 06:00:00,282.94495,280.8821,283.1329,281.1099,282.75864,279.48282
2012-04-29 09:00:00,282.87027,280.8376,283.10422,281.01404,282.5914,279.42307
2012-04-29 12:00:00,283.03656,280.96707,282.91605,280.76022,282.43262,279.84476
2012-04-29 15:00:00,282.7898,281.04587,282.7333,280.49774,282.43967,279.4305
2012-04-29 18:00:00,282.83133,281.61447,283.2432,281.15045,282.71414,281.44473
2012-04-29 21:00:00,282.84952,281.68646,283.28677,281.67404,282.77573,281.91992
2012-04-30 00:00:00,283.02737,281.85178,283.45056,281.6466,282.8248,282.27448
2012-04-30 03:00:00,283.72696,281.00284,283.7402,280.55325,283.18246,279.34552
2012-04-30 06:00:00,283.86734,280.5556,283.68924,280.93954,282.98584,280.4381
2012-04-30 09:00:00,282.9602,280.3627,283.37064,280.74924,282.571,280.69244
2012-04-30 12:00:00,281.94064,279.49246,282.48242,280.83542,282.2321,280.73233
2012-04-30 15:00:00,281.8569,279.58652,282.0934,280.8802,282.59006,280.7072
2012-04-30 18:00:00,283.4064,280.04422,283.67496,280.63812,283.0887,279.80725
2012-04-30 21:00:00,284.11755,280.59515,284.3369,280.74942,283.52817,279.181
2012-05-01 00:00:00,283.618,280.51132,283.77158,281.04822,282.34485,279.67908
2012-05-01 03:00:00,283.18472,280.72195,282.7733,281.04483,281.3628,280.55753
2012-05-01 06:00:00,282.7352,279.41232,282.3533,280.56357,281.24597,280.80313
2012-05-01 09:00:00,282.1985,280.3697,281.76538,280.866,281.31088,281.01495
2012-05-01 12:00:00,282.37497,280.40933,282.48508,280.80453,281.34885,281.34003
2012-05-01 15:00:00,282.45682,280.59644,282.61154,280.90457,281.4526,280.90173
2012-05-01 18:00:00,282.98523,279.66153,282.566,280.9029,281.5955,280.67258
2012-05-01 21:00:00,282.48428,280.5779,281.83347,280.88245,281.13806,280.658
2012-05-02 00:00:00,282.77975,280.54044,281.66776,280.93774,281.22086,280.7234
2012-05-02 03:00:00,282.83066,280.36337,282.36523,280.8222,281.32114,280.80737
2012-05-02 06:00:00,282.41266,280.30804,282.92392,280.6801,280.73776,280.95035
2012-05-02 09:00:00,282.03317,280.28,281.6432,280.62817,280.6882,281.1046
2012-05-02 12:00:00,280.53516,280.24426,281.1686,280.6425,280.7336,281.18347
2012-05-02 15:00:00,280.16373,280.38254,281.18228,280.7491,280.51596,280.8597
2012-05-02 18:00:00,281.37527,279.43057,280.96512,280.95862,281.10733,280.5475
2012-05-02 21:00:00,282.48184,280.30878,282.0831,280.97455,281.84857,279.6705
2012-05-03 00:00:00,283.02835,279.8445,282.95773,281.17627,282.44022,280.04776
2012-05-03 03:00:00,283.1807,280.27835,283.2698,281.0943,282.31775,280.61438
2012-05-03 06:00:00,283.07367,280.59055,283.4714,281.12234,282.32413,280.80676
2012-05-03 09:00:00,282.56824,280.48288,283.31073,280.99008,281.88492,280.85178
2012-05-03 12:00:00,281.6947,280.43085,282.79648,281.10303,280.96085,280.91354
2012-05-03 15:00:00,281.07712,279.99606,281.4783,280.80673,281.29196,280.1623
2012-05-03 18:00:00,281.54105,280.99368,281.4296,281.02713,282.20648,279.80075
2012-05-03 21:00:00,282.02112,281.5298,282.2219,280.77765,282.66858,281.1774
2012-05-04 00:00:00,282.33957,281.71783,282.81845,281.39948,282.76303,280.60385
2012-05-04 03:00:00,282.71164,280.50598,282.49826,281.0687,282.31577,280.77875
2012-05-04 06:00:00,282.6843,280.6496,282.698,280.76855,281.64774,280.86084
2012-05-04 09:00:00,282.4434,279.69363,281.8101,280.57587,280.3721,281.06415
2012-05-04 12:00:00,281.7734,280.44858,281.27396,280.78378,280.96,281.25705
2012-05-04 15:00:00,281.46973,279.87042,281.44058,280.88657,281.67343,280.76553
2012-05-04 18:00:00,281.3345,280.19995,281.81088,280.7727,281.82056,279.4556
2012-05-04 21:00:00,281.56345,281.03976,282.50168,281.13925,280.9362,280.77982
2012-05-05 00:00:00,281.95215,281.34546,282.3892,281.06586,282.04126,280.35608
2012-05-05 03:00:00,282.5654,280.99796,282.49594,281.16043,281.1331,280.6536
2012-05-05 06:00:00,282.4467,279.68356,282.65137,280.71454,281.3077,281.19006
2012-05-05 09:00:00,282.03052,280.28656,282.0929,280.68658,281.4815,281.25623
2012-05-05 12:00:00,281.73544,280.197,281.76212,280.7554,280.04553,280.74432
2012-05-05 15:00:00,281.16763,280.53705,281.81906,280.767,279.84048,280.73605
2012-05-05 18:00:00,281.53598,279.91388,282.0215,281.07126,281.23495,280.1319
2012-05-05 21:00:00,282.56216,281.07773,282.52396,281.0405,282.51636,281.83398
2012-05-06 00:00:00,283.23816,281.3874,283.32446,280.84076,283.1079,280.69925
2012-05-06 03:00:00,283.6356,280.56577,283.53934,280.87405,283.22562,279.416
2012-05-06 06:00:00,283.39957,280.8442,283.8906,281.01996,283.32565,280.54233
2012-05-06 09:00:00,281.7025,280.56546,283.59146,280.94196,283.03946,280.8837
2012-05-06 12:00:00,280.56955,280.47186,282.58597,280.66818,282.58353,280.7077
2012-05-06 15:00:00,280.82724,280.08893,282.0124,280.99817,282.20383,279.6715
2012-05-06 18:00:00,282.00003,281.64044,282.15405,281.34482,282.66006,281.27783
2012-05-06 21:00:00,283.2277,282.1698,283.2593,282.1752,283.35535,281.7404
2012-05-07 00:00:00,283.45126,282.22104,284.0266,282.53415,283.58115,282.0701
2012-05-07 03:00:00,283.5245,282.1251,284.27762,281.8631,283.6477,282.1854
2012-05-07 06:00:00,283.58054,280.83304,284.27713,281.46225,283.6825,280.06958
2012-05-07 09:00:00,283.5666,281.03906,284.20612,280.77237,283.4364,280.59354
2012-05-07 12:00:00,283.25305,281.08878,284.34702,280.95612,282.90994,281.3109
2012-05-07 15:00:00,282.5269,282.00406,283.86533,282.57925,283.047,281.86035
2012-05-07 18:00:00,283.49747,282.4536,284.0729,282.64673,283.68002,282.36435
2012-05-07 21:00:00,283.89786,282.7779,284.70227,283.649,284.11572,282.66434
2012-05-08 00:00:00,283.8602,282.74155,284.8492,283.75723,284.93912,282.99072
2012-05-08 03:00:00,283.74338,282.87985,284.8572,283.48846,285.09348,282.73233
2012-05-08 06:00:00,284.05826,282.76147,284.993,282.38797,285.1436,282.0088
2012-05-08 09:00:00,284.28665,281.42856,285.32355,280.91153,284.79834,279.90326
2012-05-08 12:00:00,283.50223,280.5822,284.71164,281.13254,284.04544,279.87546
2012-05-08 15:00:00,283.7439,281.99817,284.09726,281.5964,283.84457,279.8316
2012-05-08 18:00:00,284.11612,282.13385,284.96304,282.98926,283.80807,281.69778
2012-05-08 21:00:00,284.1166,282.49173,285.32565,283.50235,284.4629,282.00754
2012-05-09 00:00:00,284.5344,282.6604,285.62402,283.39862,284.81982,281.98056
2012-05-09 03:00:00,284.84106,282.0665,285.64328,281.72083,283.7857,280.39642
2012-05-09 06:00:00,284.0637,281.0593,284.05154,281.19766,282.50864,281.12054
2012-05-09 09:00:00,282.90427,281.0782,282.96793,280.43567,281.5295,281.34396
2012-05-09 12:00:00,282.48508,281.0271,282.696,280.8083,280.977,281.2966
2012-05-09 15:00:00,282.47034,280.38757,282.6172,280.76282,281.14285,280.7374
2012-05-09 18:00:00,282.99567,281.47983,283.16138,280.51154,281.80307,279.62787
2012-05-09 21:00:00,283.16006,281.69852,283.2156,281.1788,280.52695,279.9188
2012-05-10 00:00:00,282.51996,281.7601,283.62933,281.161,280.8727,279.49927
2012-05-10 03:00:00,283.20837,280.71222,283.41006,281.1799,281.76245,280.79077
2012-05-10 06:00:00,282.7572,279.80756,282.92587,280.91272,280.9596,281.3711
2012-05-10 09:00:00,282.40027,280.7212,282.1754,280.6226,280.38916,281.2386
2012-05-10 12:00:00,282.31992,280.69293,282.0486,280.49228,280.09674,281.2182
2012-05-10 15:00:00,282.21436,280.3561,282.15164,280.76593,280.71402,280.67456
2012-05-10 18:00:00,282.48538,281.5293,282.6683,280.6014,281.58594,279.8077
2012-05-10 21:00:00,283.21143,281.66318,284.18637,280.9976,283.44907,281.7276
2012-05-11 00:00:00,283.70145,281.76285,285.193,281.62546,284.12552,281.87604
2012-05-11 03:00:00,284.14694,281.24268,285.43335,281.52896,284.2782,279.58572
2012-05-11 06:00:00,284.8221,281.1576,285.01904,280.97638,282.93057,280.8134
2012-05-11 09:00:00,284.49796,280.93378,284.5349,280.8003,282.03647,281.26035
2012-05-11 12:00:00,281.8671,280.4032,283.51428,280.87146,281.26547,281.4411
2012-05-11 15:00:00,280.04495,281.97037,282.4907,280.63492,281.30167,280.52847
2012-05-11 18:00:00,281.9998,281.9766,283.2959,281.90857,283.08994,281.97043
2012-05-11 21:00:00,283.98196,282.31116,284.78525,282.4477,284.6431,282.13788
2012-05-12 00:00:00,284.65155,282.60516,285.75998,282.74783,284.72855,282.24704
2012-05-12 03:00:00,284.98343,283.13992,286.13794,282.8892,284.6968,282.099
2012-05-12 06:00:00,285.25345,282.81735,286.04544,282.36,284.72186,280.51453
2012-05-12 09:00:00,285.12057,283.3388,285.85336,281.04776,284.78235,281.4965
2012-05-12 12:00:00,284.2452,283.74857,284.8689,281.09042,283.58505,281.74966
2012-05-12 15:00:00,283.53635,282.1221,283.77554,282.21445,283.23492,282.28336
2012-05-12 18:00:00,283.8002,282.69666,284.42282,282.41318,284.42062,282.70926
2012-05-12 21:00:00,284.10788,284.0883,284.6812,283.09055,285.11996,283.81934
2012-05-13 00:00:00,284.46472,284.2102,285.08774,283.49164,285.54477,283.91675
2012-05-13 03:00:00,285.07846,283.27914,286.61475,283.9319,285.15717,282.3383
2012-05-13 06:00:00,285.4501,284.85867,286.25818,282.98254,285.4426,281.99243
2012-05-13 09:00:00,285.1993,284.76398,286.19373,282.31955,285.29605,281.45938
2012-05-13 12:00:00,285.4915,283.97714,285.52176,282.6205,284.59927,280.66534
2012-05-13 15:00:00,285.07108,282.72546,285.1458,282.64783,284.91794,282.08835
2012-05-13 18:00:00,285.33023,284.31497,285.68033,283.31863,286.55008,282.90353
2012-05-13 21:00:00,286.20154,284.62387,286.6642,284.3831,287.95828,283.71677
2012-05-14 00:00:00,287.25183,284.7095,287.4243,284.58093,288.3925,283.6174
2012-05-14 03:00:00,288.16226,284.9772,287.72192,284.64545,287.59268,282.6044
2012-05-14 06:00:00,287.35446,286.05127,287.16782,285.52332,286.3567,282.31818
2012-05-14 09:00:00,286.5757,286.35254,286.21396,285.47787,285.52112,282.13196
2012-05-14 12:00:00,286.24313,285.90515,286.021,285.0788,285.41666,282.05182
2012-05-14 15:00:00,286.0856,283.35498,286.1667,283.06525,286.1426,282.30075
2012-05-14 18:00:00,286.60233,284.64224,286.91434,284.44006,286.78226,284.54437
2012-05-14 21:00:00,287.14243,284.76654,287.59076,284.7666,288.0839,284.76105
2012-05-15 00:00:00,287.74677,284.7664,289.17587,284.7678,290.68112,284.48148
2012-05-15 03:00:00,288.85657,284.4948,289.1473,284.66843,288.34216,282.71936
2012-05-15 06:00:00,288.56747,286.12418,288.13535,285.8072,286.96344,282.06824
2012-05-15 09:00:00,287.52527,286.5682,287.2711,286.1115,285.94223,281.6405
2012-05-15 12:00:00,286.29398,286.43924,286.13748,284.68536,285.06546,281.49066
2012-05-15 15:00:00,285.8582,284.30756,285.99246,284.6709,285.22696,282.06033
2012-05-15 18:00:00,286.17114,284.22318,286.85318,284.35962,286.7877,282.71295
2012-05-15 21:00:00,286.74307,284.46136,288.1903,284.43903,288.04385,282.80527
2012-05-16 00:00:00,287.51602,284.32858,288.49582,284.32178,287.78387,282.75168
2012-05-16 03:00:00,287.84085,284.52548,288.1856,284.7544,286.2865,282.09525
2012-05-16 06:00:00,287.25244,286.28058,287.33365,285.1768,285.367,281.21252
2012-05-16 09:00:00,286.1213,285.75864,286.19907,283.41312,285.03036,279.86313
2012-05-16 12:00:00,285.01788,283.4063,284.97757,282.41974,284.01578,279.96094
