time,sand_heads_actual,sand_heads_predicted,halibut_bank_actual,halibut_bank_predicted,sentry_shoal_actual,sentry_shoal_predicted
2012-01-11 21:00:00,277.79977,279.95984,278.204,280.33194,277.54147,280.29755
2012-01-12 00:00:00,278.574,280.3491,278.7255,280.03336,278.37582,280.51358
2012-01-12 03:00:00,278.9351,280.3908,279.01105,280.4264,278.41467,280.5196
2012-01-12 06:00:00,279.2568,280.4391,279.17514,280.45187,278.3441,280.5548
2012-01-12 09:00:00,279.43393,280.5506,279.33337,280.41507,278.50024,280.56757
2012-01-12 12:00:00,277.7686,280.5837,278.35864,280.4087,277.05838,280.5877
2012-01-12 15:00:00,277.26355,280.57324,277.92847,280.38794,276.79593,280.63177
2012-01-12 18:00:00,278.144,280.5272,278.27066,280.15067,277.3965,280.3134
2012-01-12 21:00:00,278.3567,279.70642,278.5986,279.6381,277.77014,280.56387
2012-01-13 00:00:00,278.56458,280.08536,279.1426,280.1638,278.17062,280.462
2012-01-13 03:00:00,278.78964,280.31158,279.03775,280.21872,277.90634,280.69623
2012-01-13 06:00:00,278.9713,280.22525,279.48917,280.36618,278.20862,280.60004
2012-01-13 09:00:00,279.45773,280.15335,279.5714,280.33685,279.06403,280.53238
2012-01-13 12:00:00,277.3236,280.1399,278.08206,280.3354,277.2039,280.4914
2012-01-13 15:00:00,275.23898,280.21375,277.62027,280.41776,277.136,280.38428
2012-01-13 18:00:00,275.8771,279.99316,277.7365,279.95435,277.6022,280.59253
2012-01-13 21:00:00,276.7457,279.02234,277.8666,279.51138,277.76892,280.19687
2012-01-14 00:00:00,277.82364,279.6714,278.02145,280.12097,277.914,280.3985
2012-01-14 03:00:00,278.61572,279.93524,278.34805,280.02982,277.8591,280.4775
2012-01-14 06:00:00,278.3848,280.09488,278.4371,280.03137,277.89395,280.4693
2012-01-14 09:00:00,276.27182,280.18652,277.02502,280.01038,278.59253,280.51105
2012-01-14 12:00:00,277.79825,280.1475,277.0941,280.03195,277.55447,280.36954
2012-01-14 15:00:00,278.22995,280.1279,277.96777,280.00037,276.98404,280.60254
2012-01-14 18:00:00,278.61502,280.18384,278.37784,280.0077,276.8846,280.47473
2012-01-14 21:00:00,277.49817,280.15805,278.04602,279.97205,275.7842,280.3102
2012-01-15 00:00:00,277.58163,280.2667,278.05777,280.35397,276.4193,280.55606
2012-01-15 03:00:00,277.88626,280.21805,276.83054,280.36652,276.2441,280.44348
2012-01-15 06:00:00,277.2914,280.1859,276.8514,280.4169,276.24905,280.41763
2012-01-15 09:00:00,276.0863,280.18826,276.9569,280.43307,276.5201,280.38272
2012-01-15 12:00:00,273.7324,280.25565,275.86954,280.3844,275.2806,280.3211
2012-01-15 15:00:00,272.1029,280.2381,274.8739,280.3949,274.5389,280.35025
2012-01-15 18:00:00,273.37772,280.20212,274.96338,280.34088,274.6802,280.51096
2012-01-15 21:00:00,274.5886,280.2395,275.83023,280.41104,275.78,280.5565
2012-01-16 00:00:00,276.1638,280.21802,276.2455,280.36682,276.1673,280.49188
2012-01-16 03:00:00,276.58493,280.08566,276.48965,280.45105,275.34946,280.47266
2012-01-16 06:00:00,276.52533,279.93417,276.18845,280.56345,274.90167,280.50714
2012-01-16 09:00:00,275.7544,279.82944,275.79053,280.64282,274.78104,280.5343
2012-01-16 12:00:00,273.82172,279.78305,275.29462,280.68744,273.23563,280.53876
2012-01-16 15:00:00,271.91794,279.89108,274.7008,280.6033,272.41785,280.51978
2012-01-16 18:00:00,272.6666,280.15244,274.37762,280.3635,272.33768,280.48148
2012-01-16 21:00:00,274.32632,280.24084,274.54657,280.352,273.49112,280.52985
2012-01-17 00:00:00,274.35645,280.26434,275.0774,280.4149,275.0953,280.4459
2012-01-17 03:00:00,275.20093,280.1964,275.84952,280.44275,274.04984,280.4765
2012-01-17 06:00:00,275.95984,280.13217,275.6825,280.42987,273.2195,280.50998
2012-01-17 09:00:00,274.7981,280.11557,274.37534,280.39282,272.55997,280.4684
2012-01-17 12:00:00,274.36398,280.08167,274.67783,280.37534,272.41525,280.46576
2012-01-17 15:00:00,273.37088,279.9525,273.8754,280.3665,272.09192,280.4851
2012-01-17 18:00:00,273.93393,279.9821,273.60748,280.36118,271.27902,280.4576
2012-01-17 21:00:00,273.9915,280.1213,273.67917,280.37576,271.30875,280.45074
2012-01-18 00:00:00,274.24942,280.0433,273.76236,280.48087,270.96286,280.44168
2012-01-18 03:00:00,274.6517,279.90094,273.7612,280.6583,270.1871,280.50293
2012-01-18 06:00:00,273.29578,279.8233,272.63217,280.71512,269.5248,280.53418
2012-01-18 09:00:00,272.27524,279.6561,271.65134,280.7074,269.05273,280.48993
2012-01-18 12:00:00,271.158,279.4756,271.99515,280.71237,268.79892,280.43063
2012-01-18 15:00:00,271.0569,279.45532,272.6064,280.72955,268.90933,280.382
2012-01-18 18:00:00,272.22183,279.58636,273.17776,280.6697,270.19067,280.4339
2012-01-18 21:00:00,274.1786,279.72418,273.80484,280.55447,271.4821,280.4759
2012-01-19 00:00:00,274.91245,279.72333,274.3074,280.617,272.39526,280.42395
2012-01-19 03:00:00,275.26907,279.64304,274.6802,280.6968,272.72153,280.41187
2012-01-19 06:00:00,274.68985,279.59897,274.85126,280.66153,273.19885,280.37985
2012-01-19 09:00:00,273.79938,279.62708,274.8176,280.6314,273.70312,280.3577
