date,rmse,mae,bias
2012-01-01,1.5314451799219813,1.273416210761556,0.5826845871816713
2012-01-02,1.8388160515461776,1.564984280544865,-1.1005336798082728
2012-01-03,1.0461106383708438,0.839442219070992,-0.509445796174533
2012-01-04,1.0596704249280215,0.8120470279137544,-0.4029224496482873
2012-01-05,0.9421575865675405,0.7534753514377943,-0.20158844952232757
2012-01-06,1.5714907074078952,1.3109619534642734,1.1751711679126309
2012-01-07,1.5776348152367756,1.3733650492884741,1.350086321185713
2012-01-08,1.1051705301328183,0.8809418949504856,0.23703529589745953
2012-01-09,1.131661786815442,0.8723875108844517,-0.4305436848325605
2012-01-10,1.6141971459356812,1.354317166894532,0.8283665335738073
2012-01-11,2.6481724305000878,2.396211198652291,2.3728683365933314
2012-01-12,2.5939171595741746,2.359713638320851,2.3345963394759206
2012-01-13,2.4914545142992006,2.2309244973660425,2.192096815435843
2012-01-14,2.3014720640635553,2.1094202438385805,2.0458232592820385
2012-01-15,4.137464932186934,3.936581716828911,3.934394745913261
2012-01-16,5.564674745351289,5.338622146530885,5.338619404062463
2012-01-17,5.699247012781007,5.4083301123782,5.408329393621607
2012-01-18,7.923640905237288,7.6553293550896155,7.655328526555538
2012-01-19,6.734758571098575,6.538488537939195,6.538452328806313
2012-01-20,3.773252555922751,3.5474329406885277,3.5006231318272105
2012-01-21,1.1081686467042793,0.8318533091353334,0.25950095307930554
2012-01-22,1.6351015317673143,1.4143802313349192,1.380225501197532
2012-01-23,1.2309362044833205,0.9933352082227671,0.7220836826101017
2012-01-24,1.3121841378348422,1.109557096518986,0.8292344922056043
2012-01-25,1.2343848238746964,0.9735252602363479,0.2164363863193287
2012-01-26,1.3304335973081147,1.1044010951560816,0.7530936616875294
2012-01-27,2.0951419146486017,1.8092127643747058,1.6742481672627454
2012-01-28,1.9560776822039023,1.757968312264391,1.7163872411614542
2012-01-29,1.446332970184771,1.2004608107048496,0.44994581630871733
2012-01-30,1.0313315461952002,0.8310712869618221,-0.3027748550488724
2012-01-31,0.9088455830238773,0.7211374076336186,-0.19800907280926636
2012-02-01,1.0951398079269539,0.870623461664021,0.012100159822367451
2012-02-02,1.2850493622234191,1.0391859609522955,0.6030496907334091
2012-02-03,1.2741097653905418,1.008442458139916,0.4990652855019461
2012-02-04,1.3628936410153978,1.0675276121890414,0.29183589951755295
2012-02-05,1.3037698411721674,1.0200257285686571,0.34738524632775997
2012-02-06,1.3488038713809751,1.0531546094436526,0.4625848337242389
2012-02-07,1.4639144246866267,1.1527296445278992,0.5166757844070167
2012-02-08,1.1154146097007878,0.8862673193452522,0.011231137773924808
2012-02-09,0.986022950342843,0.7847800066566516,0.23050711727759893
2012-02-10,1.1348683312751109,0.8836105770602645,-0.4175799802113588
2012-02-11,1.2836356219659772,1.0507663714478939,-0.6947799527372513
2012-02-12,1.0751155381285988,0.856846713589712,-0.34714141239536417
2012-02-13,1.1527011207129534,0.9376597845500008,0.3683141731318549
2012-02-14,1.3751931201224443,1.0936047644821592,0.5730731259557372
2012-02-15,1.601512225792586,1.3285883266529175,1.0775005480305753
2012-02-16,1.6243371545201877,1.3930994602879894,1.2042052646769754
2012-02-17,1.3207071362586797,1.0186736243731145,0.5403976661203364
2012-02-18,1.0876414187613592,0.8391256034165504,0.5188350808501365
2012-02-19,1.16114856504287,0.9504778911345475,0.46785103616618035
2012-02-20,1.6433959513215666,1.4336996486172537,1.3085541374838678
2012-02-21,1.1212919838499504,0.9105903024383901,0.7330510926809417
2012-02-22,1.0095160212349326,0.8014548307216119,-0.18288437103766092
2012-02-23,1.2817658496846773,1.0082900494931422,0.6025781297848358
2012-02-24,1.7771785463176892,1.4940172248424939,1.158995527895536
2012-02-25,1.2353822201528342,1.0205918994748555,0.5904410246829643
2012-02-26,2.672502514819461,2.4090562276257925,2.3006244739249215
2012-02-27,4.149471432776087,3.9323812995450256,3.9197024119503356
2012-02-28,2.8096517485696992,2.5999569289681337,2.553319220265593
2012-03-01,2.317741576520924,2.096126230204549,2.0004672354719544
2012-03-02,1.4965852359920044,1.2229295074855502,0.997201719945324
2012-03-03,1.3200180566197832,1.0778553525156123,0.4076314664383003
2012-03-04,1.2702397072326599,1.030226295617155,-0.3567594200998529
2012-03-05,1.6595107885994247,1.3524085378212687,0.5378036730577994
2012-03-06,2.7637679588139656,2.550690477473236,2.4770389744518955
2012-03-07,2.3949134741452536,2.116726180887591,1.9826874690140628
2012-03-08,1.909859613963473,1.6314840530866679,1.3902847493750823
2012-03-09,1.2018081635872555,0.9646926711513588,-0.20767583460691963
2012-03-10,1.0951867222718175,0.8763212203956056,0.3008267620950031
2012-03-11,1.2787315921312372,1.0236513791630892,0.605239285621546
2012-03-12,1.8947972291160513,1.6761211119507506,1.5622849757668162
2012-03-13,2.137685724889144,1.9237014713603515,1.8634218212872176
2012-03-14,1.8354806483393624,1.6410867321607399,1.5861119471095164
2012-03-15,1.0818650190445995,0.8244678360491021,-0.14246361302196892
2012-03-16,1.1089279538204657,0.8793735735939314,0.4607050275684843
2012-03-17,1.3489105491446818,1.0767451485844228,0.7285265831553415
2012-03-18,2.234703292066957,1.9824195633917974,1.8667737558805781
2012-03-19,2.5941238899020727,2.3121952373608274,2.2443447819653493
2012-03-20,1.4002201834454118,1.1783330835869006,0.9492719148324836
2012-03-21,1.609005727985191,1.3923856192599668,1.1379324309283894
2012-03-22,1.6683231669096323,1.4049010178536085,1.0598142483351503
2012-03-23,1.6443522584956303,1.378121153306957,1.1702312940419393
2012-03-24,1.5343641623649014,1.2337776691158386,0.6727412691272538
2012-03-25,1.3312271884485753,1.0310744705369876,0.13519701259230504
2012-03-26,1.1928490961093325,0.917859691788008,-0.26804930416479494
2012-03-27,1.3046214838421606,1.0539713400983992,-0.7488629703796641
2012-03-28,1.2481638827724586,0.9980167997192024,-0.7420092436774048
2012-03-29,1.0253313404466797,0.8106191054440819,-0.19982170770676383
2012-03-30,1.340581947638023,1.0373273628033965,0.37412714787981916
2012-03-31,1.7008353078142817,1.3732480986284745,1.0532383813355666
2012-04-01,1.6192512425710102,1.3219457564258965,0.6004205415018693
2012-04-02,0.9492022890301655,0.7533009234526219,-0.1875966078422146
2012-04-03,1.5102778281152467,1.1167239669635372,0.45539117607359597
2012-04-04,1.5794540090512275,1.2183428522792954,0.6692497422443421
2012-04-05,1.4559906999640517,1.1462955625551472,0.6314047854933634
2012-04-06,1.5254227971531038,1.2196108112832298,0.6471431352456385
2012-04-07,1.5659465433895157,1.2606528928444138,0.6115703113795384
2012-04-08,1.4186055234291144,1.1083663292264423,-0.7803248345493756
2012-04-09,1.5607823383105104,1.2109607620457687,-0.9901987854396143
2012-04-10,1.527411248339379,1.1115063408708576,-0.9755646660265717
2012-04-11,1.4713839735695418,1.1235171879913832,-1.0284357981321308
2012-04-12,1.3243963040068336,1.0249454734579786,-0.8617827324988944
2012-04-13,1.4400457758829532,1.139123741717914,-0.7643362255538686
2012-04-14,1.6244541837585893,1.316775450241205,-1.095177491750073
2012-04-15,1.7133533238825978,1.405325283877712,-1.108440886981313
2012-04-16,1.9324164279453453,1.635725325265942,-1.56652391149499
2012-04-17,1.3312099896888014,1.099534046880931,-0.7000340684531908
2012-04-18,1.2605172357177385,1.040480070809151,-0.7809896520559758
2012-04-19,1.6114080782013327,1.3631358523939694,-1.0607109398406698
2012-04-20,1.699152885962895,1.4215559725220435,-1.333838605734844
2012-04-21,1.6517923246016728,1.3470115002112468,-1.010889089460675
2012-04-22,1.797976039776925,1.4383816670834175,-1.350904490150495
2012-04-23,2.49007300218357,2.10741062280787,-2.0456096266729915
2012-04-24,2.099776649579945,1.7950445025902582,-1.7235612380959133
2012-04-25,2.3302444015072243,2.086191418883317,-2.0433771104291036
2012-04-26,1.9307367678359015,1.6559609420564687,-1.529889828706191
2012-04-27,1.8687204549549477,1.6040224555043112,-1.401448723531113
2012-04-28,2.0365261119096276,1.759552613275904,-1.7144593918412723
2012-04-29,2.0411415701711233,1.7671175710957163,-1.7350354032049036
2012-04-30,2.277507263851631,1.9720662696605606,-1.9338586831461084
2012-05-01,1.729711087513504,1.473795312847463,-1.3901333147573955
2012-05-02,1.4353654116377972,1.1716498770819916,-0.7751362003996565
2012-05-03,1.5106460380900046,1.2310998764123395,-1.0853258307327025
2012-05-04,1.519526519899356,1.2326652420265376,-1.0999957965254459
2012-05-05,1.504916383768671,1.2198594911275165,-1.0698012908177699
2012-05-06,1.9883275164097536,1.6500471680944457,-1.4668353554299673
2012-05-07,2.2470821497514093,1.9126379439304715,-1.8546359232567888
2012-05-08,2.9581464915077977,2.5562230492151445,-2.5058689509996297
2012-05-09,1.9664508054890064,1.627703096694846,-1.5035688939945353
2012-05-10,1.576151084067955,1.2646898855781652,-0.9643521624884179
2012-05-11,2.1678015342032992,1.8368303592307318,-1.6480835847500837
2012-05-12,2.7801134352698034,2.370236031798165,-2.3029315777351576
2012-05-13,3.343704836517807,2.8283077382157233,-2.737623887097052
2012-05-14,3.8858937178838415,3.3781680757285804,-3.3455451628874826
2012-05-15,4.140435196513036,3.6136948144537095,-3.5821758349620323
2012-05-16,3.4668892329894234,3.125478928930197,-3.1017435133686426
2012-05-17,2.928597854821875,2.6449667737472935,-2.6104554752791262
2012-05-18,2.5063698693137373,2.239106498815665,-2.1970641671920585
2012-05-19,2.682495888412248,2.3101385267579784,-2.249757385103911
2012-05-20,2.8124130160414955,2.489479251731874,-2.44033245525733
2012-05-21,2.3670428578703095,2.092176197503346,-2.0184198089862475
2012-05-22,2.7072000329085837,2.432141751293739,-2.382793731003227
2012-05-23,2.4693254637503967,2.203269905341667,-2.1458095445868826
2012-05-24,2.657148233412659,2.322507256257956,-2.286973744637039
2012-05-25,3.4229840746592752,3.052417293845902,-2.9571671727123072
2012-05-26,3.832708726842598,3.356050198116504,-3.330720104383789
2012-05-27,3.7882392544494428,3.3147319119521175,-3.289069423621867
2012-05-28,3.3753822305578907,3.085648668033092,-3.0419347458454786
2012-05-29,2.3960418317986716,2.1092567106359232,-2.042612526235525
2012-05-30,2.4280732133768095,2.1146734908030713,-2.040429806314674
2012-05-31,2.3664043281664844,2.045174801995467,-1.9710509231785063
2012-06-01,3.602037694405397,3.2885652385580566,-3.272328062589391
2012-06-02,2.9954288462498013,2.6902284970110135,-2.639681411196995
2012-06-03,2.376934764056043,2.1494932188627454,-2.092565275250173
2012-06-04,2.2238109796486145,1.91998918420665,-1.748418927908972
2012-06-05,2.50371898721664,2.1750301884987886,-2.0336858246133476
2012-06-06,2.866287508598944,2.572635331426966,-2.534515591649019
2012-06-07,2.9124882560547425,2.620576178457899,-2.5378675482260005
2012-06-08,2.6643742508485584,2.3259834219803173,-2.2800180376518613
2012-06-09,3.1753886538109475,2.831105384495265,-2.792414930326355
2012-06-10,3.3666090371484865,3.044022107803114,-3.004908423277698
2012-06-11,3.107123543321177,2.6534308762384713,-2.578476784432387
2012-06-12,3.628386450473873,3.2788261558506746,-3.2649418450130736
2012-06-13,3.161041611121094,2.850747771214081,-2.8000101216246627
2012-06-14,3.0666209785205267,2.7611361158929304,-2.6601664268696426
2012-06-15,3.076685456553606,2.6970765772975924,-2.644927058390939
2012-06-16,4.168304370767237,3.8145384645725113,-3.809247726066005
2012-06-17,4.186216529451716,3.819190169359805,-3.804736358245842
2012-06-18,3.432841907440709,3.1056273929954106,-3.0522574934526947
2012-06-19,3.2007044446982853,2.8170460028507933,-2.6885063683994135
2012-06-20,3.617820044286586,3.188670735854702,-3.13585267010063
2012-06-21,4.14190605981283,3.7796573799457382,-3.774355766812275
2012-06-22,4.427459584087561,4.006784868939356,-3.997180957798174
2012-06-23,3.541892973931268,3.1477363404744514,-3.1165093731218394
2012-06-24,3.353334874474462,2.8619096584260775,-2.7641098581941743
2012-06-25,3.6963647946964358,3.28599452469695,-3.212005679029062
2012-06-26,4.0077958199082175,3.5487134410903667,-3.4623554556397
2012-06-27,3.490100911412047,3.0719066224870972,-3.01510311610583
2012-06-28,4.298295980013788,3.889004335782765,-3.880779205187645
2012-06-29,4.689599496943621,4.356811009189515,-4.350275736563008
2012-06-30,4.866352751454105,4.489279793402217,-4.485729937738966
2012-07-01,4.156069661476528,3.8286209467839165,-3.8130180862119456
